,file_name,Subject1,Subject2,n_success,n_failures,norm_score,skill,task_score,max_seq,avg_seq,bounce_hull,bounce_std,bounce_sp_entropy,bounce_sc_entropy,rt_lyp,samp_en,std_rt,avg_p1,avg_p2,avg_p3,var_p1,var_p2,var_p3,avg_start_fs,std_start_fs,session_class,Tobii_percentage
10,2022-11-15_M_T04,SE004C,,37,14,4.6,0.725490196,0.528156863,9,2.466666667,330576.5204,173.407183,0.561950571,0.635147352,0.412577301,0.99633344,10.82127872,37.64864865,25.16216216,35.56756757,8.101438698,7.438081391,4.233333237,51.48648649,9.488603752,2,87.412614
11,2022-11-15_A_T04,SE005C,,273,1,11.27320955,0.996350365,0.992262223,273,273.0,378698.1997,117.7348514,0.461870484,0.654584558,-1.666140437,1.151008027,6.643432524,36.04761905,25.16483516,26.80586081,4.696807798,4.973034398,4.429633239,35.88278388,5.723241315,0,97.789288
12,2022-11-15_A_T05,SE005B,,224,4,11.65501166,0.98245614,0.964863951,146,44.8,342377.1666,112.0805454,0.44574026,0.607881179,0.691807508,1.088954619,5.327230478,33.61607143,25.125,24.01785714,3.665099725,4.18889902,3.728467089,31.75,4.437059837,0,92.888344
13,2022-11-15_A_T06,SE005A,,82,11,7.524374735,0.88172043,0.779681567,25,6.833333333,467930.3331,169.9020752,0.555707677,0.617510587,0.846566975,1.033654392,12.63807736,39.02439024,27.63414634,35.09756098,7.57398566,6.226442815,6.101998385,54.24390244,11.34982645,2,92.822522
14,2022-11-17_M_T01,SE006A,,229,3,9.769593222,0.987068966,0.97516423,108,57.25,463127.7382,162.9112034,0.538283782,0.628221331,1.649649382,0.952845449,9.651291251,39.24454148,23.81659389,36.73799127,4.951425924,5.5588542,4.988318002,48.17467249,9.286561898,0,93.898488
15,2022-11-21_A_T04,SE007A,,203,4,10.10152284,0.980676329,0.962058412,148,40.6,674081.0672,158.6483243,0.518715721,0.645947335,-1.62199986,0.907816105,8.587629782,40.13793103,23.31527094,31.74876847,6.651840714,6.116207436,4.714607419,45.4729064,8.55713944,0,94.360018
16,2022-11-21_A_T06,SE007C,,210,6,11.41386449,0.972222222,0.945350529,70,30.0,414064.3933,130.5220847,0.491057308,0.615009392,1.067150354,0.781525942,10.00681061,34.22380952,22.11428571,26.41904762,5.283613911,5.224145928,6.409488431,34.3952381,8.213866104,0,91.58071
17,2022-11-24_M_T01,SE008B,,220,4,10.60330863,0.982142857,0.965220166,187,44.0,332716.5065,116.8727036,0.441797687,0.655750554,0.861144245,0.72244355,10.2069495,35.26363636,27.50909091,28.22727273,4.537074093,4.657829097,10.18301535,42.71363636,9.352918623,0,91.726392
18,2022-11-24_M_T03,SE008A,,206,5,10.8023862,0.976303318,0.95305925,137,34.33333333,544586.4934,170.1835393,0.548065389,0.582984937,0.995443463,1.136450438,8.191787486,36.13106796,24.63592233,27.40776699,5.760368939,5.163207296,4.179090097,42.7184466,7.190767376,0,88.518412
19,2022-11-28_A_T02,SE009A,,34,17,3.296490207,0.666666667,0.435395256,7,1.888888889,269416.0088,147.6088077,0.517689576,0.639200694,-0.492860675,1.098612289,12.63035833,39.11764706,26.91176471,33.02941176,6.295491879,5.695032134,6.532656851,53.0,7.669649888,2,95.240614
20,2022-11-28_A_T03,SE009C,,178,7,9.246242024,0.962162162,0.928293471,37,22.25,699694.789,191.9447543,0.58465228,0.59943495,1.002789021,1.057947345,10.01140147,39.98876404,25.56741573,34.68539326,5.813572616,8.424046311,4.238919477,49.29213483,12.13889861,0,93.416202
21,2022-11-29_A_T04,SE010B,,49,19,4.804612428,0.720588235,0.531901213,8,2.45,244954.4256,128.8823601,0.481137912,0.652932928,0.736563146,1.419817053,13.65972504,36.12244898,31.0,26.93877551,6.261748641,10.72095031,8.313765726,47.0,7.892129895,2,94.250264
22,2022-11-28_A_T04,SE009B,,118,12,8.624898291,0.907692308,0.826155098,24,9.076923077,554220.2747,175.4479485,0.558591995,0.584938555,0.883009613,0.87589166,13.08871899,37.39830508,27.23728814,30.16101695,6.943036788,6.56348136,6.079934125,45.04237288,10.85840615,0,90.102124
23,2022-11-29_A_T06,SE010A,,172,14,10.99283379,0.924731183,0.84919828,53,11.46666667,494236.4201,167.974688,0.548460633,0.604821398,1.116151929,1.032765723,12.56870115,30.68604651,26.6744186,19.37790698,5.365179786,6.14067995,9.229136133,37.22674419,10.275891,0,98.698754
24,2022-11-30_A_T01,SE011C,,383,2,15.06941423,0.994805195,0.989532723,359,127.6666667,235889.9488,90.10374405,0.372737944,0.597469901,-1.151151419,0.45824375,5.584282052,26.63446475,22.41253264,16.61618799,2.454188653,3.136086535,3.784874264,26.81984334,3.727874394,0,97.809842
25,2022-11-30_A_T04,SE011B,,25,17,1.890805956,0.595238095,0.377739136,4,1.388888889,146248.4151,123.024017,0.489712978,-1.0,-0.925842226,0.990398704,17.17672844,40.36,39.68,27.36,8.934785952,10.22436306,7.36955901,58.4,9.252026805,2,90.835924
26,2022-12-01_A_T03,SE012A,,72,13,7.054884611,0.847058824,0.717513417,14,5.142857143,505574.9376,177.2412257,0.569228598,0.652734686,0.576323509,0.926582418,11.2602491,37.79166667,28.09722222,32.5,6.295804379,6.167026391,7.234178138,54.04166667,9.36666296,2,90.067674
27,2022-12-05_M_T03A,SE013B,,174,12,9.41094458,0.935483871,0.877607124,38,13.38461538,521503.3026,174.7502267,0.553445791,0.604483206,0.999836385,1.09451032,12.1098282,36.54022989,25.67241379,30.59770115,6.626843006,7.73272178,6.85558715,41.12643678,10.77758913,0,91.003922
28,2022-12-05_M_T04,SE013C,,170,5,9.763891355,0.971428571,0.943893552,118,28.33333333,348937.9009,129.7766511,0.48990852,0.59999038,0.93299377,1.074706768,7.556522882,38.32941176,24.58235294,33.67647059,5.255558929,6.005559708,5.041711826,44.97058824,8.352827257,0,96.785624
29,2022-12-05_M_T06,SE013A,,246,9,10.96105818,0.964705882,0.929726259,65,24.6,518115.2072,158.0495592,0.533186481,0.573185461,1.032916546,0.800524295,14.07860148,33.86178862,23.82113821,27.02439024,6.313394206,6.357931504,7.877067069,39.75609756,10.90151139,0,96.6295
30,2022-12-07_A_T06A,SE016A,,274,2,12.52590375,0.992753623,0.985667424,244,91.33333333,389788.2596,130.3772618,0.48498918,0.553554512,-1.399645925,1.01735811,6.161751368,32.15328467,23.52919708,23.00364964,4.404527384,4.724631227,3.597949715,30.59489051,6.950301376,0,96.786036
31,2022-12-08_M_T03,SE017B,,177,10,9.688460869,0.946524064,0.892545231,86,16.09090909,479459.3708,169.7573569,0.547137312,0.643403833,0.888358414,1.115051015,9.497818737,36.57627119,26.95480226,28.29943503,4.974068541,6.751287142,7.976352742,46.51412429,9.386916815,0,96.223612
32,2022-12-08_M_T05,SE017A,,206,12,12.13561867,0.944954128,0.887143223,46,15.84615385,380247.5432,149.2029041,0.504198393,0.549026732,1.028940797,0.569832323,11.35987468,28.75728155,23.70873786,20.38834951,5.036692588,6.444130419,4.71978486,32.02912621,7.022095932,0,95.649894
33,2022-12-08_A_T01,SE018B,,267,2,12.47176205,0.992565056,0.984950781,173,89.0,331000.48,122.1706786,0.465722968,0.589357639,-1.640749097,0.631503017,7.519203953,31.40074906,26.34831461,21.22097378,3.452253159,4.356151422,5.635615259,33.02621723,6.493101058,0,99.15513
34,2022-12-08_A_T05,SE018A,,302,0,11.96797971,1.0,1.0,302,302.0,99875.98172,65.74438786,0.321877999,0.633822637,-2.636852026,1.061107893,4.538482638,33.55629139,25.51324503,24.48675497,2.710381713,2.964160659,2.829274016,30.28145695,5.57759121,0,99.179696
35,2022-12-08_A_T06,SE018C,,251,9,12.26185651,0.965384615,0.934470394,57,25.1,344142.1245,121.0382639,0.468647056,0.613789289,-2.990059376,0.815977546,7.501627046,30.08366534,25.80079681,20.22709163,3.818200817,5.165793036,6.495495153,37.6812749,6.525616697,0,95.346288
36,2022-12-19_A_T03,SE019A,,122,14,8.040500298,0.897058824,0.807433083,24,8.133333333,419841.9801,144.8392294,0.518830835,0.626675462,1.080329299,1.164901613,11.61218258,38.56557377,26.91803279,33.6147541,7.411762589,7.883984767,5.347661847,48.12295082,9.375218353,0,97.817534
37,2022-12-20_A_T02,SE020A,,34,23,2.017978353,0.596491228,0.357610224,11,1.416666667,319651.591,171.8504833,0.553276642,0.562490357,0.42316249,1.410986974,12.53410572,38.23529412,26.5,31.38235294,7.487475124,8.541421565,7.408320862,47.94117647,7.124692672,2,94.476646
38,2022-12-21_M_T02,SE021B,,252,3,12.26057413,0.988235294,0.974951123,164,63.0,525175.6973,160.1261285,0.527447478,0.563821804,-1.056829333,0.926106894,7.441567116,31.51190476,22.6468254,25.34920635,4.503510221,4.902043411,4.074343769,35.52380952,6.411441021,0,98.57453
39,2022-12-21_M_T03,SE021A,,117,16,8.214721431,0.879699248,0.777741426,28,6.882352941,751577.6031,186.6539966,0.569559619,0.602232252,0.782230556,1.023972203,13.45837705,35.73504274,28.82905983,28.34188034,5.68758306,8.554791328,7.800024538,51.05982906,10.00452086,0,96.635282
40,2022-12-21_M_T04,SE021C,,106,14,7.731742163,0.883333333,0.783708715,30,7.066666667,502397.8931,179.101669,0.564669341,0.644737361,0.599427462,0.967853048,10.99466277,39.21698113,25.77358491,34.60377358,6.287160797,6.016146543,6.512222536,50.02830189,10.94450629,2,88.006488
41,2023-01-03_A_T01,SE022B,,80,19,6.289956692,0.808080808,0.649430998,14,4.0,425348.6335,168.5023856,0.380727891,0.613715573,0.695681632,1.400087683,9.05645488,38.5875,27.6625,31.175,6.169873884,6.25488559,6.581745589,48.3375,8.046651089,2,96.572318
42,2023-01-03_A_T03B,SE022A,,227,5,11.22062168,0.978448276,0.958073209,111,37.83333333,352987.9174,135.4479699,0.490438946,0.576054695,0.904114962,1.035703205,6.376995494,35.11894273,24.55506608,25.66960352,4.587758345,5.029455823,4.074320713,33.55506608,6.024202901,0,98.79062
43,2023-01-16_A_T03,SE023C,,200,8,10.31758826,0.961538462,0.923353878,111,22.22222222,363890.5587,136.1361302,0.49761393,0.597031651,0.955544233,0.916097849,8.21690331,33.555,26.535,29.26,4.697549893,5.662929895,4.532372447,46.85,7.342172703,0,92.565542
44,2023-01-16_A_T05,SE023A,,109,20,7.80975781,0.84496124,0.716541368,13,5.19047619,359618.3938,152.3741866,0.528010916,0.62792992,0.802680612,1.070188535,10.19283809,34.13761468,26.88990826,27.63302752,6.300528433,8.09727494,4.454995239,44.16513761,8.831255754,2,95.140164
45,2023-01-16_A_T06,SE023B,,191,6,10.24249806,0.969543147,0.940288302,106,27.28571429,476266.5712,157.8488485,0.535205611,0.641766881,1.055334568,0.940649176,11.26714222,35.71204188,26.30366492,29.69633508,5.176043438,6.244741216,6.56118502,39.19371728,11.99472669,0,97.105994
46,2023-01-17_A_T02,SE024B,,135,9,8.096125426,0.9375,0.882019855,49,13.5,468162.6349,158.7225053,0.538124489,0.624587292,1.087872863,1.24758608,13.58581121,41.38518519,27.13333333,39.94074074,6.627647128,6.474794434,9.102513257,54.8962963,13.47825358,0,98.981558
47,2023-01-17_A_T03,SE024A,,66,30,3.825310807,0.6875,0.474039688,12,2.129032258,452676.7981,181.6402498,0.569843852,0.629693475,0.814407408,0.970466466,9.260798923,39.68181818,25.59090909,33.04545455,6.448300436,6.156979958,5.998565026,48.39393939,5.948971869,2,83.199396
48,2023-01-19_A_T02,SE025A,,209,7,12.21577165,0.967592593,0.932893608,55,26.125,616730.0405,160.4816011,0.530535664,0.622985715,0.961109996,0.945465121,10.76596278,29.34449761,23.26315789,23.67464115,5.145349632,6.884740187,5.94467137,37.90430622,9.190718775,0,93.704116
49,2023-01-26_M_T02,SE026A,,189,8,9.803390565,0.959390863,0.919275511,112,21.0,659879.2392,172.7448404,0.549092014,0.569544284,0.93987596,0.892624914,9.672203695,36.02116402,24.70899471,32.87301587,4.490975869,6.359176475,6.27034356,48.4021164,8.305489723,0,94.00409
50,2023-01-26_M_T03,SE026B,,199,9,11.83653127,0.956730769,0.912029294,86,19.9,327168.2378,122.2859134,0.469968874,0.647797071,0.800162017,0.254828598,15.09280902,30.15577889,25.76884422,20.96984925,5.736321223,5.391863792,8.931852294,32.91457286,9.218058456,0,98.630328
51,2023-02-06_A_T01,SE027A,,200,7,9.454759222,0.966183575,0.933619312,72,25.0,418663.6912,133.6745914,0.492022754,0.606143713,0.979914486,1.050708828,8.520233271,38.87,26.5,33.255,5.327579188,5.244997617,4.747628355,45.575,6.758281956,0,93.277704
52,2023-02-06_A_T02,SE027B,,126,30,7.039155301,0.807692308,0.657560324,23,4.064516129,691780.5472,200.8830408,0.581063318,0.574867564,1.044253111,1.159053643,9.912800081,36.55555556,25.16666667,26.3968254,6.217685421,6.619775568,6.128361553,39.03968254,7.210443037,2,93.661582
53,2023-02-07_A_T01,SE028A,,239,1,12.59525826,0.995833333,0.991828076,239,239.0,323865.4871,127.5353454,0.475714856,0.56568672,-1.831969738,0.931827202,6.754335648,31.05020921,23.958159,23.73640167,4.113147351,3.943949123,3.987634289,37.05857741,4.759126848,0,97.557132
54,2023-02-07_A_T06,SE028C,,247,3,12.2324159,0.988,0.976558279,142,61.75,172301.8039,96.83621911,0.407459524,0.648322851,-1.039353013,0.385811015,12.34952538,30.67206478,24.87044534,24.27935223,5.02239408,5.53745226,7.089287321,32.84210526,6.718408485,0,97.56173
55,2023-02-15_A_T01,SE031A,,222,0,9.404388715,1.0,1.0,222,222.0,312079.568,121.9232559,0.453328727,0.647900359,1.289481282,1.181686833,7.091211835,40.81531532,25.78378378,39.73423423,4.135883365,4.012155866,4.769138693,52.24774775,5.847681405,0,97.924862
56,2023-02-15_A_T02,SE031B,,153,14,9.423728814,0.916167665,0.840141277,36,10.2,567143.1986,182.417507,0.572811893,0.62991986,1.004946828,1.311534286,10.51512319,34.00653595,25.62091503,28.77777778,6.269019929,7.611486449,4.867153108,45.5620915,9.245263805,0,93.93655
57,2023-02-27_A_T01,SE032B,,76,29,4.901960784,0.723809524,0.523304925,12,2.533333333,274792.5625,149.1877473,0.521132783,0.614142422,0.795528769,0.950802784,9.766101131,35.18421053,24.28947368,31.73684211,5.215640765,4.698308177,6.048854657,44.59210526,6.493271075,2,93.791692
58,2023-02-27_A_T02,SE032A,,190,6,10.66666667,0.969387755,0.938086365,97,27.14285714,513049.1198,160.4298763,0.539081116,0.565073423,0.962092459,0.935983812,9.323192123,34.35263158,22.69473684,30.81052632,5.000722939,6.047311163,4.451598736,42.72105263,7.77249394,0,97.017806
59,2023-03-09_A_T04,SE033C,,213,7,9.288065287,0.968181818,0.9382358,92,26.625,482405.7511,134.2131208,0.490474206,0.645255633,-2.072665215,1.045137674,8.229148373,41.30046948,25.6713615,33.9342723,6.637059828,5.543255135,3.606905097,43.16901408,8.944774616,0,99.367548
60,2023-03-09_A_T05,SE033B,,217,6,10.2417241,0.97309417,0.943668014,130,31.0,308487.9481,121.6564164,0.468634496,0.650861934,-1.130321622,0.814462541,8.875992353,36.49769585,27.30875576,28.26267281,6.318084952,5.32203201,3.368345223,41.16589862,8.562598891,0,99.084908
61,2023-03-15_A_T02,SE034B,,243,2,10.88625892,0.991836735,0.983234663,180,81.0,406962.1271,158.2058388,0.527254897,0.585517694,-1.071616292,1.006325401,7.378712138,36.21399177,26.6090535,27.48971193,5.113877041,4.418377298,3.313971099,42.27572016,7.143020637,0,92.716472
62,2023-03-15_A_T06,SE034A,,67,19,5.917889286,0.779069767,0.610212086,11,3.35,567906.6634,184.421199,0.573923865,0.635934271,0.673259974,1.250418302,12.93949799,38.26865672,26.74626866,29.80597015,8.276169872,7.126455407,7.338792462,49.26865672,8.006680214,2,98.546648
63,2023-03-16_A_T03,SE035B,,169,11,11.16449972,0.938888889,0.883226949,55,14.08333333,585895.5713,168.7031935,0.549825237,0.569735102,1.002016306,1.06446844,8.836936878,31.49704142,24.68047337,22.59763314,5.870520335,5.935922914,4.977249456,36.40828402,7.408146964,0,97.584542
64,2023-03-16_A_T05,SE035A,,36,22,2.463487595,0.620689655,0.392204215,3,1.565217391,386111.8881,173.9772421,0.549736848,0.642444353,0.554788351,1.185623666,9.575359001,35.91666667,29.08333333,34.75,5.549649639,5.702704037,6.313015656,57.44444444,8.247708249,2,89.450222
65,2023-03-16_A_T06,SE035C,,170,8,9.513183393,0.95505618,0.914619542,115,18.88888889,475897.3059,146.2105319,0.510933462,0.577226591,1.246310353,1.124744429,7.960621074,36.62941176,26.65294118,32.64705882,5.239921947,4.356552556,4.417094819,44.64705882,9.215340002,0,93.220224
